time,province,city,confirm,heal,dead
2020/3/4,甘肃,庆阳,0,0,0
2020/3/5,甘肃,庆阳,0,0,0
2020/3/6,甘肃,庆阳,0,0,0
2020/3/7,甘肃,庆阳,0,0,0
2020/3/8,甘肃,庆阳,0,0,0
2020/3/9,甘肃,庆阳,0,0,0
2020/3/10,甘肃,庆阳,0,0,0
2020/3/11,甘肃,庆阳,0,0,0
2020/3/12,甘肃,庆阳,0,0,0
2020/3/13,甘肃,庆阳,0,0,0
2020/3/14,甘肃,庆阳,0,0,0
2020/2/7,甘肃,平凉,2,0,0
2020/2/8,甘肃,平凉,2,0,0
2020/2/9,甘肃,平凉,3,0,0
2020/2/10,甘肃,平凉,1,0,0
2020/2/11,甘肃,平凉,0,0,0
2020/2/12,甘肃,平凉,0,1,0
2020/2/13,甘肃,平凉,1,0,0
2020/2/14,甘肃,平凉,0,0,0
2020/2/15,甘肃,平凉,0,0,0
2020/2/16,甘肃,平凉,0,0,0
2020/2/17,甘肃,平凉,0,0,0
2020/2/18,甘肃,平凉,0,2,0
2020/2/19,甘肃,平凉,0,0,0
2020/2/20,甘肃,平凉,0,1,0
2020/2/21,甘肃,平凉,0,2,0
2020/2/22,甘肃,平凉,0,0,0
2020/2/23,甘肃,平凉,0,0,0
2020/2/24,甘肃,平凉,0,0,0
2020/2/25,甘肃,平凉,0,0,0
2020/2/26,甘肃,平凉,0,0,0
2020/2/27,甘肃,平凉,0,0,0
2020/2/28,甘肃,平凉,0,0,0
2020/2/29,甘肃,平凉,0,0,0
2020/3/1,甘肃,平凉,0,0,0
2020/3/2,甘肃,平凉,0,2,0
2020/3/3,甘肃,平凉,0,0,0
2020/3/4,甘肃,平凉,0,1,0
2020/3/5,甘肃,平凉,0,0,0
2020/3/6,甘肃,平凉,0,0,0
2020/3/7,甘肃,平凉,0,0,0
2020/3/8,甘肃,平凉,0,0,0
2020/3/9,甘肃,平凉,0,0,0
2020/3/10,甘肃,平凉,0,0,0
2020/3/11,甘肃,平凉,0,0,0
2020/3/12,甘肃,平凉,0,0,0
2020/3/13,甘肃,平凉,0,0,0
2020/3/14,甘肃,平凉,0,0,0
2020/2/7,甘肃,张掖,2,0,0
2020/2/8,甘肃,张掖,0,0,0
2020/2/9,甘肃,张掖,0,1,0
2020/2/10,甘肃,张掖,0,0,0
2020/2/11,甘肃,张掖,0,0,0
2020/2/12,甘肃,张掖,0,0,0
2020/2/13,甘肃,张掖,0,1,0
2020/2/14,甘肃,张掖,0,0,0
2020/2/15,甘肃,张掖,0,0,0
2020/2/16,甘肃,张掖,0,0,0
2020/2/17,甘肃,张掖,0,0,0
2020/2/18,甘肃,张掖,0,0,0
2020/2/19,甘肃,张掖,0,0,0
2020/2/20,甘肃,张掖,0,0,0
2020/2/21,甘肃,张掖,0,0,0
2020/2/22,甘肃,张掖,0,0,0
2020/2/23,甘肃,张掖,0,0,0
2020/2/24,甘肃,张掖,0,0,0
2020/2/25,甘肃,张掖,0,0,0
2020/2/26,甘肃,张掖,0,0,0
2020/2/27,甘肃,张掖,0,0,0
2020/2/28,甘肃,张掖,0,0,0
2020/2/29,甘肃,张掖,0,0,0
2020/3/1,甘肃,张掖,0,0,0
2020/3/2,甘肃,张掖,0,0,0
2020/3/3,甘肃,张掖,0,0,0
2020/3/4,甘肃,张掖,0,0,0
2020/3/5,甘肃,张掖,0,0,0
2020/3/6,甘肃,张掖,0,0,0
2020/3/7,甘肃,张掖,0,0,0
2020/3/8,甘肃,张掖,0,0,0
2020/3/9,甘肃,张掖,0,0,0
2020/3/10,甘肃,张掖,0,0,0
2020/3/11,甘肃,张掖,0,0,0
2020/3/12,甘肃,张掖,0,0,0
2020/3/13,甘肃,张掖,0,0,0
2020/3/14,甘肃,张掖,0,0,0
2020/2/7,甘肃,甘南,3,0,0
2020/2/8,甘肃,甘南,3,0,0
2020/2/9,甘肃,甘南,0,0,0
2020/2/10,甘肃,甘南,0,0,0
2020/2/11,甘肃,甘南,0,1,0
2020/2/12,甘肃,甘南,1,0,0
2020/2/13,甘肃,甘南,1,0,0
2020/2/14,甘肃,甘南,0,0,0
2020/2/15,甘肃,甘南,0,1,0
2020/2/16,甘肃,甘南,0,2,0
2020/2/17,甘肃,甘南,0,0,0
2020/2/18,甘肃,甘南,0,0,0
2020/2/19,甘肃,甘南,0,0,0
2020/2/20,甘肃,甘南,0,0,0
2020/2/21,甘肃,甘南,0,2,0
2020/2/22,甘肃,甘南,0,0,0
2020/2/23,甘肃,甘南,0,0,0
2020/2/24,甘肃,甘南,0,2,0
2020/2/25,甘肃,甘南,0,0,0
2020/2/26,甘肃,甘南,0,0,0
2020/2/27,甘肃,甘南,0,0,0
2020/2/28,甘肃,甘南,0,0,0
2020/2/29,甘肃,甘南,0,0,0
2020/3/1,甘肃,甘南,0,0,0
2020/3/2,甘肃,甘南,0,0,0
2020/3/3,甘肃,甘南,0,0,0
2020/3/4,甘肃,甘南,0,0,0
2020/3/5,甘肃,甘南,0,0,0
2020/3/6,甘肃,甘南,0,0,0
2020/3/7,甘肃,甘南,0,0,0
2020/3/8,甘肃,甘南,0,0,0
2020/3/9,甘肃,甘南,0,0,0
2020/3/10,甘肃,甘南,0,0,0
2020/3/11,甘肃,甘南,0,0,0
2020/3/12,甘肃,甘南,0,0,0
2020/3/13,甘肃,甘南,0,0,0
2020/3/14,甘肃,甘南,0,0,0
2020/2/7,甘肃,临夏,3,2,0
2020/2/8,甘肃,临夏,0,0,0
2020/2/9,甘肃,临夏,0,0,0
2020/2/10,甘肃,临夏,0,0,0
2020/2/11,甘肃,临夏,0,0,0
2020/2/12,甘肃,临夏,0,0,0
2020/2/13,甘肃,临夏,0,1,0
2020/2/14,甘肃,临夏,0,0,0
2020/2/15,甘肃,临夏,0,0,0
2020/2/16,甘肃,临夏,0,0,0
2020/2/17,甘肃,临夏,0,0,0
2020/2/18,甘肃,临夏,0,0,0
2020/2/19,甘肃,临夏,0,0,0
2020/2/20,甘肃,临夏,0,0,0
2020/2/21,甘肃,临夏,0,0,0
2020/2/22,甘肃,临夏,0,0,0
2020/2/23,甘肃,临夏,0,0,0
2020/2/24,甘肃,临夏,0,0,0
2020/2/25,甘肃,临夏,0,0,0
2020/2/26,甘肃,临夏,0,0,0
2020/2/27,甘肃,临夏,0,0,0
2020/2/28,甘肃,临夏,0,0,0
2020/2/29,甘肃,临夏,0,0,0
2020/3/1,甘肃,临夏,0,0,0
2020/3/2,甘肃,临夏,0,0,0
2020/3/3,甘肃,临夏,0,0,0
2020/3/4,甘肃,临夏,0,0,0
2020/3/5,甘肃,临夏,0,0,0
2020/3/6,甘肃,临夏,0,0,0
2020/3/7,甘肃,临夏,0,0,0
2020/3/8,甘肃,临夏,0,0,0
2020/3/9,甘肃,临夏,0,0,0
2020/3/10,甘肃,临夏,0,0,0
2020/3/11,甘肃,临夏,0,0,0
2020/3/12,甘肃,临夏,0,0,0
2020/3/13,甘肃,临夏,0,0,0
2020/3/14,甘肃,临夏,0,0,0
2020/2/7,甘肃,白银,4,0,0
2020/2/8,甘肃,白银,0,0,0
2020/2/9,甘肃,白银,0,0,0
2020/2/10,甘肃,白银,0,0,0
2020/2/11,甘肃,白银,0,0,0
2020/2/12,甘肃,白银,0,0,0
2020/2/13,甘肃,白银,0,0,0
2020/2/14,甘肃,白银,0,0,0
2020/2/15,甘肃,白银,0,1,0
2020/2/16,甘肃,白银,0,0,0
2020/2/17,甘肃,白银,0,0,0
2020/2/18,甘肃,白银,0,0,0
2020/2/19,甘肃,白银,0,0,0
2020/2/20,甘肃,白银,0,1,0
2020/2/21,甘肃,白银,0,1,0
2020/2/22,甘肃,白银,0,0,0
2020/2/23,甘肃,白银,0,0,0
2020/2/24,甘肃,白银,0,0,0
2020/2/25,甘肃,白银,0,0,0
2020/2/26,甘肃,白银,0,0,0
2020/2/27,甘肃,白银,0,0,0
2020/2/28,甘肃,白银,0,1,0
2020/2/29,甘肃,白银,0,0,0
2020/3/1,甘肃,白银,0,0,0
2020/3/2,甘肃,白银,0,0,0
2020/3/3,甘肃,白银,0,0,0
2020/3/4,甘肃,白银,0,0,0
2020/3/5,甘肃,白银,0,0,0
2020/3/6,甘肃,白银,0,0,0
2020/3/7,甘肃,白银,0,0,0
2020/3/8,甘肃,白银,0,0,0
2020/3/9,甘肃,白银,0,0,0
2020/3/10,甘肃,白银,0,0,0
2020/3/11,甘肃,白银,0,0,0
2020/3/12,甘肃,白银,0,0,0
2020/3/13,甘肃,白银,0,0,0
2020/3/14,甘肃,白银,0,0,0
2020/2/7,甘肃,陇南,4,0,0
2020/2/8,甘肃,陇南,0,0,0
2020/2/9,甘肃,陇南,0,0,0
2020/2/10,甘肃,陇南,0,0,0
2020/2/11,甘肃,陇南,0,0,0
2020/2/12,甘肃,陇南,0,0,0
2020/2/13,甘肃,陇南,0,1,0
2020/2/14,甘肃,陇南,0,0,0
2020/2/15,甘肃,陇南,0,2,0
2020/2/16,甘肃,陇南,0,0,0
2020/2/17,甘肃,陇南,0,0,0
2020/2/18,甘肃,陇南,0,1,0
2020/2/19,甘肃,陇南,0,0,0
2020/2/20,甘肃,陇南,0,0,0
2020/2/21,甘肃,陇南,0,0,0
2020/2/22,甘肃,陇南,0,0,0
2020/2/23,甘肃,陇南,0,0,0
2020/2/24,甘肃,陇南,0,0,0
2020/2/25,甘肃,陇南,0,0,0
2020/2/26,甘肃,陇南,0,0,0
2020/2/27,甘肃,陇南,0,0,0
2020/2/28,甘肃,陇南,0,0,0
2020/2/29,甘肃,陇南,0,0,0
2020/3/1,甘肃,陇南,0,0,0
2020/3/2,甘肃,陇南,0,0,0
2020/3/3,甘肃,陇南,0,0,0
2020/3/4,甘肃,陇南,0,0,0
2020/3/5,甘肃,陇南,0,0,0
2020/3/6,甘肃,陇南,0,0,0
2020/3/7,甘肃,陇南,0,0,0
2020/3/8,甘肃,陇南,0,0,0
2020/3/9,甘肃,陇南,0,0,0
2020/3/10,甘肃,陇南,0,0,0
2020/3/11,甘肃,陇南,0,0,0
2020/3/12,甘肃,陇南,0,0,0
2020/3/13,甘肃,陇南,0,0,0
2020/3/14,甘肃,陇南,0,0,0
2020/2/7,甘肃,定西,8,1,0
2020/2/8,甘肃,定西,0,0,0
2020/2/9,甘肃,定西,0,0,0
2020/2/10,甘肃,定西,0,1,0
2020/2/11,甘肃,定西,0,0,0
2020/2/12,甘肃,定西,0,0,0
2020/2/13,甘肃,定西,1,1,0
2020/2/14,甘肃,定西,0,0,0
2020/2/15,甘肃,定西,0,5,0
2020/2/16,甘肃,定西,0,0,0
2020/2/17,甘肃,定西,0,0,0
2020/2/18,甘肃,定西,0,0,0
2020/2/19,甘肃,定西,0,0,0
2020/2/20,甘肃,定西,0,0,0
2020/2/21,甘肃,定西,0,0,0
2020/2/22,甘肃,定西,0,0,0
2020/2/23,甘肃,定西,0,0,0
2020/2/24,甘肃,定西,0,0,0
2020/2/25,甘肃,定西,0,0,0
2020/2/26,甘肃,定西,0,0,0
2020/2/27,甘肃,定西,0,0,0
2020/2/28,甘肃,定西,0,0,0
2020/2/29,甘肃,定西,0,0,0
2020/3/1,甘肃,定西,0,0,0
2020/3/2,甘肃,定西,0,0,0
2020/3/3,甘肃,定西,0,0,0
2020/3/4,甘肃,定西,0,0,0
2020/3/5,甘肃,定西,0,0,0
2020/3/6,甘肃,定西,0,0,0
2020/3/7,甘肃,定西,0,0,0
2020/3/8,甘肃,定西,0,0,0
2020/3/9,甘肃,定西,0,0,0
2020/3/10,甘肃,定西,0,0,0
2020/3/11,甘肃,定西,0,0,0
2020/3/12,甘肃,定西,0,0,0
2020/3/13,甘肃,定西,0,0,0
2020/3/14,甘肃,定西,0,1,0
2020/2/7,吉林,四平市,10,0,1
2020/2/8,吉林,四平市,2,0,0
2020/2/9,吉林,四平市,0,0,0
2020/2/10,吉林,四平市,0,1,0
2020/2/11,吉林,四平市,0,0,0
2020/2/12,吉林,四平市,1,1,0
2020/2/13,吉林,四平市,1,0,0
2020/2/14,吉林,四平市,0,0,0
2020/2/15,吉林,四平市,0,2,0
2020/2/16,吉林,四平市,0,0,0
2020/2/17,吉林,四平市,0,0,0
2020/2/18,吉林,四平市,1,0,0
2020/2/19,吉林,四平市,0,3,0
2020/2/20,吉林,四平市,0,1,0
2020/2/21,吉林,四平市,0,0,0
2020/2/22,吉林,四平市,0,1,0
2020/2/23,吉林,四平市,0,0,0
2020/2/24,吉林,四平市,0,0,0
2020/2/25,吉林,四平市,0,1,0
2020/2/26,吉林,四平市,0,1,0
2020/2/27,吉林,四平市,0,0,0
2020/2/28,吉林,四平市,0,0,0
2020/2/29,吉林,四平市,0,0,0
2020/3/1,吉林,四平市,0,0,0
2020/3/2,吉林,四平市,0,3,0
2020/3/3,吉林,四平市,0,0,0
2020/3/4,吉林,四平市,0,0,0
2020/3/5,吉林,四平市,0,0,0
2020/3/6,吉林,四平市,0,0,0
2020/3/7,吉林,四平市,0,0,0
2020/3/8,吉林,四平市,0,0,0
2020/3/9,吉林,四平市,0,0,0
2020/3/10,吉林,四平市,0,0,0
2020/3/11,吉林,四平市,0,0,0
2020/3/12,吉林,四平市,0,0,0
2020/3/13,吉林,四平市,0,0,0
2020/3/14,吉林,四平市,0,0,0
2020/2/7,甘肃,天水,10,1,0
2020/2/8,甘肃,天水,2,0,0
2020/2/9,甘肃,天水,0,0,0
2020/2/10,甘肃,天水,0,0,0
2020/2/11,甘肃,天水,0,0,0
2020/2/12,甘肃,天水,0,5,0
2020/2/13,甘肃,天水,0,0,0
2020/2/14,甘肃,天水,0,0,0
2020/2/15,甘肃,天水,0,3,0
2020/2/16,甘肃,天水,0,0,0
2020/2/17,甘肃,天水,0,2,0
2020/2/18,甘肃,天水,0,0,0
2020/2/19,甘肃,天水,0,1,0
2020/2/20,甘肃,天水,0,0,0
2020/2/21,甘肃,天水,0,0,0
2020/2/22,甘肃,天水,0,0,0
2020/2/23,甘肃,天水,0,0,0
2020/2/24,甘肃,天水,0,0,0
2020/2/25,甘肃,天水,0,0,0
2020/2/26,甘肃,天水,0,0,0
2020/2/27,甘肃,天水,0,0,0
2020/2/28,甘肃,天水,0,0,0
2020/2/29,甘肃,天水,0,0,0
2020/3/1,甘肃,天水,0,0,0
2020/3/2,甘肃,天水,0,0,0
2020/3/3,甘肃,天水,0,0,0
2020/3/4,甘肃,天水,0,0,0
2020/3/5,甘肃,天水,0,0,0
2020/3/6,甘肃,天水,0,0,0
2020/3/7,甘肃,天水,0,0,0
2020/3/8,甘肃,天水,0,0,0
2020/3/9,甘肃,天水,0,0,0
2020/3/10,甘肃,天水,0,0,0
2020/3/11,甘肃,天水,0,0,0
2020/3/12,甘肃,天水,0,0,0
2020/3/13,甘肃,天水,0,0,0
2020/3/14,甘肃,天水,0,0,0
2020/2/7,内蒙古,赤峰,4,1,0
2020/2/8,内蒙古,赤峰,0,0,0
2020/2/9,内蒙古,赤峰,0,0,0
2020/2/10,内蒙古,赤峰,0,0,0
2020/2/11,内蒙古,赤峰,1,0,0
2020/2/12,内蒙古,赤峰,0,1,0
2020/2/13,内蒙古,赤峰,2,0,0
2020/2/14,内蒙古,赤峰,0,0,0
2020/2/15,内蒙古,赤峰,2,0,0
2020/2/16,内蒙古,赤峰,0,0,0
2020/2/17,内蒙古,赤峰,0,0,0
2020/2/18,内蒙古,赤峰,0,1,0
2020/2/19,内蒙古,赤峰,0,0,0
2020/2/20,内蒙古,赤峰,0,0,0
2020/2/21,内蒙古,赤峰,0,0,0
2020/2/22,内蒙古,赤峰,0,0,0
2020/2/23,内蒙古,赤峰,0,0,0
2020/2/24,内蒙古,赤峰,0,0,0
2020/2/25,内蒙古,赤峰,0,0,0
2020/2/26,内蒙古,赤峰,0,2,0
2020/2/27,内蒙古,赤峰,0,3,0
2020/2/28,内蒙古,赤峰,0,0,0
2020/2/29,内蒙古,赤峰,0,0,0
2020/3/1,内蒙古,赤峰,0,0,0
2020/3/2,内蒙古,赤峰,0,0,0
2020/3/3,内蒙古,赤峰,0,0,0
2020/3/4,内蒙古,赤峰,0,0,0
2020/3/5,内蒙古,赤峰,0,0,0
2020/3/6,内蒙古,赤峰,0,0,0
2020/3/7,内蒙古,赤峰,0,0,0
2020/3/8,内蒙古,赤峰,0,1,0
2020/3/9,内蒙古,赤峰,0,0,0
2020/3/10,内蒙古,赤峰,0,0,0
2020/3/11,内蒙古,赤峰,0,0,0
2020/3/12,内蒙古,赤峰,0,0,0
2020/3/13,内蒙古,赤峰,0,0,0
2020/3/14,内蒙古,赤峰,0,0,0
2020/2/7,内蒙古,锡林郭勒盟,2,1,0
2020/2/8,内蒙古,锡林郭勒盟,0,0,0
2020/2/9,内蒙古,锡林郭勒盟,3,0,0
2020/2/10,内蒙古,锡林郭勒盟,3,0,0
2020/2/11,内蒙古,锡林郭勒盟,0,0,0
2020/2/12,内蒙古,锡林郭勒盟,1,0,0
2020/2/13,内蒙古,锡林郭勒盟,2,0,0
2020/2/14,内蒙古,锡林郭勒盟,1,0,0
2020/2/15,内蒙古,锡林郭勒盟,0,0,0
2020/2/16,内蒙古,锡林郭勒盟,2,0,0
2020/2/17,内蒙古,锡林郭勒盟,0,0,0
2020/2/18,内蒙古,锡林郭勒盟,1,0,0
2020/2/19,内蒙古,锡林郭勒盟,0,0,0
2020/2/20,内蒙古,锡林郭勒盟,0,0,0
2020/2/21,内蒙古,锡林郭勒盟,0,0,0
2020/2/22,内蒙古,锡林郭勒盟,0,0,0
2020/2/23,内蒙古,锡林郭勒盟,0,1,0
2020/2/24,内蒙古,锡林郭勒盟,0,0,0
2020/2/25,内蒙古,锡林郭勒盟,0,0,0
2020/2/26,内蒙古,锡林郭勒盟,0,0,0
2020/2/27,内蒙古,锡林郭勒盟,0,0,0
2020/2/28,内蒙古,锡林郭勒盟,0,0,0
2020/2/29,内蒙古,锡林郭勒盟,0,1,0
2020/3/1,内蒙古,锡林郭勒盟,0,0,0
2020/3/2,内蒙古,锡林郭勒盟,0,0,0
2020/3/3,内蒙古,锡林郭勒盟,0,5,0
2020/3/4,内蒙古,锡林郭勒盟,0,0,0
2020/3/5,内蒙古,锡林郭勒盟,0,0,0
2020/3/6,内蒙古,锡林郭勒盟,0,0,0
2020/3/7,内蒙古,锡林郭勒盟,0,0,0
2020/3/8,内蒙古,锡林郭勒盟,0,1,0
2020/3/9,内蒙古,锡林郭勒盟,0,0,0
2020/3/10,内蒙古,锡林郭勒盟,0,0,0
2020/3/11,内蒙古,锡林郭勒盟,0,0,0
2020/3/12,内蒙古,锡林郭勒盟,0,0,0
2020/3/13,内蒙古,锡林郭勒盟,0,0,0
2020/3/14,内蒙古,锡林郭勒盟,0,0,0
2020/2/7,西藏,拉萨,1,0,0
2020/2/8,西藏,拉萨,0,0,0
2020/2/9,西藏,拉萨,0,0,0
2020/2/10,西藏,拉萨,0,0,0
2020/2/11,西藏,拉萨,0,0,0
2020/2/12,西藏,拉萨,0,1,0
2020/2/13,西藏,拉萨,0,0,0
2020/2/14,西藏,拉萨,0,0,0
2020/2/15,西藏,拉萨,0,0,0
2020/2/16,西藏,拉萨,0,0,0
2020/2/17,西藏,拉萨,0,0,0
2020/2/18,西藏,拉萨,0,0,0
2020/2/19,西藏,拉萨,0,0,0
2020/2/20,西藏,拉萨,0,0,0
2020/2/21,西藏,拉萨,0,0,0
2020/2/22,西藏,拉萨,0,0,0
2020/2/23,西藏,拉萨,0,0,0
2020/2/24,西藏,拉萨,0,0,0
2020/2/25,西藏,拉萨,0,0,0
2020/2/26,西藏,拉萨,0,0,0
2020/2/27,西藏,拉萨,0,0,0
2020/2/28,西藏,拉萨,0,0,0
2020/2/29,西藏,拉萨,0,0,0
2020/3/1,西藏,拉萨,0,0,0
2020/3/2,西藏,拉萨,0,0,0
2020/3/3,西藏,拉萨,0,0,0
2020/3/4,西藏,拉萨,0,0,0
2020/3/5,西藏,拉萨,0,0,0
2020/3/6,西藏,拉萨,0,0,0
2020/3/7,西藏,拉萨,0,0,0
2020/3/8,西藏,拉萨,0,0,0
2020/3/9,西藏,拉萨,0,0,0
2020/3/10,西藏,拉萨,0,0,0
2020/3/11,西藏,拉萨,0,0,0
2020/3/12,西藏,拉萨,0,0,0
2020/3/13,西藏,拉萨,0,0,0
2020/3/14,西藏,拉萨,0,0,0
2020/2/7,青海,海北州,3,0,0
2020/2/8,青海,海北州,0,0,0
2020/2/9,青海,海北州,0,0,0
2020/2/10,青海,海北州,0,0,0
2020/2/11,青海,海北州,0,0,0
2020/2/12,青海,海北州,0,1,0
2020/2/13,青海,海北州,0,1,0
2020/2/14,青海,海北州,0,0,0
2020/2/15,青海,海北州,0,0,0
2020/2/16,青海,海北州,0,0,0
2020/2/17,青海,海北州,0,0,0
2020/2/18,青海,海北州,0,0,0
2020/2/19,青海,海北州,0,0,0
2020/2/20,青海,海北州,0,0,0
2020/2/21,青海,海北州,0,1,0
2020/2/22,青海,海北州,0,0,0
2020/2/23,青海,海北州,0,0,0
2020/2/24,青海,海北州,0,0,0
2020/2/25,青海,海北州,0,0,0
2020/2/26,青海,海北州,0,0,0
2020/2/27,青海,海北州,0,0,0
2020/2/28,青海,海北州,0,0,0
2020/2/29,青海,海北州,0,0,0
2020/3/1,青海,海北州,0,0,0
2020/3/2,青海,海北州,0,0,0
2020/3/3,青海,海北州,0,0,0
2020/3/4,青海,海北州,0,0,0
2020/3/5,青海,海北州,0,0,0
2020/3/6,青海,海北州,0,0,0
2020/3/7,青海,海北州,0,0,0
2020/3/8,青海,海北州,0,0,0
2020/3/9,青海,海北州,0,0,0
2020/3/10,青海,海北州,0,0,0
2020/3/11,青海,海北州,0,0,0
2020/3/12,青海,海北州,0,0,0
2020/3/13,青海,海北州,0,0,0
2020/3/14,青海,海北州,0,0,0
2020/2/7,青海,西宁,15,3,0
2020/2/8,青海,西宁,0,0,0
2020/2/9,青海,西宁,0,0,0
2020/2/10,青海,西宁,0,0,0
2020/2/11,青海,西宁,0,2,0
2020/2/12,青海,西宁,0,3,0
2020/2/13,青海,西宁,0,1,0
2020/2/14,青海,西宁,0,0,0
2020/2/15,青海,西宁,0,2,0
2020/2/16,青海,西宁,0,0,0
2020/2/17,青海,西宁,0,0,0
2020/2/18,青海,西宁,0,2,0
2020/2/19,青海,西宁,0,1,0
2020/2/20,青海,西宁,0,0,0
2020/2/21,青海,西宁,0,1,0
2020/2/22,青海,西宁,0,0,0
2020/2/23,青海,西宁,0,0,0
2020/2/24,青海,西宁,0,0,0
2020/2/25,青海,西宁,0,0,0
2020/2/26,青海,西宁,0,0,0
2020/2/27,青海,西宁,0,0,0
2020/2/28,青海,西宁,0,0,0
2020/2/29,青海,西宁,0,0,0
2020/3/1,青海,西宁,0,0,0
2020/3/2,青海,西宁,0,0,0
2020/3/3,青海,西宁,0,0,0
2020/3/4,青海,西宁,0,0,0
2020/3/5,青海,西宁,0,0,0
2020/3/6,青海,西宁,0,0,0
2020/3/7,青海,西宁,0,0,0
2020/3/8,青海,西宁,0,0,0
2020/3/9,青海,西宁,0,0,0
2020/3/10,青海,西宁,0,0,0
2020/3/11,青海,西宁,0,0,0
2020/3/12,青海,西宁,0,0,0
2020/3/13,青海,西宁,0,0,0
2020/3/14,青海,西宁,0,0,0
2020/2/7,新疆,巴州,1,0,0
2020/2/8,新疆,巴州,2,0,0
2020/2/9,新疆,巴州,0,0,0
2020/2/10,新疆,巴州,0,0,0
2020/2/11,新疆,巴州,0,0,0
2020/2/12,新疆,巴州,0,0,0
2020/2/13,新疆,巴州,0,0,0
2020/2/14,新疆,巴州,0,0,0
2020/2/15,新疆,巴州,0,0,0
2020/2/16,新疆,巴州,0,0,0
2020/2/17,新疆,巴州,0,0,0
2020/2/18,新疆,巴州,0,0,0
2020/2/19,新疆,巴州,0,0,0
2020/2/20,新疆,巴州,0,0,0
2020/2/21,新疆,巴州,0,2,0
2020/2/22,新疆,巴州,0,0,0
2020/2/23,新疆,巴州,0,0,0
2020/2/24,新疆,巴州,0,0,0
2020/2/25,新疆,巴州,0,0,0
2020/2/26,新疆,巴州,0,1,0
2020/2/27,新疆,巴州,0,0,0
2020/2/28,新疆,巴州,0,0,0
2020/2/29,新疆,巴州,0,0,0
2020/3/1,新疆,巴州,0,0,0
2020/3/2,新疆,巴州,0,0,0
2020/3/3,新疆,巴州,0,0,0
2020/3/4,新疆,巴州,0,0,0
2020/3/5,新疆,巴州,0,0,0
2020/3/6,新疆,巴州,0,0,0
2020/3/7,新疆,巴州,0,0,0
2020/3/8,新疆,巴州,0,0,0
2020/3/9,新疆,巴州,0,0,0
2020/3/10,新疆,巴州,0,0,0
2020/3/11,新疆,巴州,0,0,0
2020/3/12,新疆,巴州,0,0,0
2020/3/13,新疆,巴州,0,0,0
2020/3/14,新疆,巴州,0,0,0
2020/2/7,新疆,兵团第六师五家渠市,1,0,0
2020/2/8,新疆,兵团第六师五家渠市,0,0,0
2020/2/9,新疆,兵团第六师五家渠市,0,0,0
2020/2/10,新疆,兵团第六师五家渠市,0,0,0
2020/2/11,新疆,兵团第六师五家渠市,0,0,0
2020/2/12,新疆,兵团第六师五家渠市,0,0,0
2020/2/13,新疆,兵团第六师五家渠市,0,0,0
2020/2/14,新疆,兵团第六师五家渠市,1,0,0
2020/2/15,新疆,兵团第六师五家渠市,0,0,0
2020/2/16,新疆,兵团第六师五家渠市,0,0,0
2020/2/17,新疆,兵团第六师五家渠市,0,0,0
2020/2/18,新疆,兵团第六师五家渠市,0,0,0
2020/2/19,新疆,兵团第六师五家渠市,0,0,0
2020/2/20,新疆,兵团第六师五家渠市,0,0,0
2020/2/21,新疆,兵团第六师五家渠市,0,0,0
2020/2/22,新疆,兵团第六师五家渠市,0,0,0
2020/2/23,新疆,兵团第六师五家渠市,0,0,0
2020/2/24,新疆,兵团第六师五家渠市,0,0,0
2020/2/25,新疆,兵团第六师五家渠市,0,0,0
2020/2/26,新疆,兵团第六师五家渠市,0,0,0
2020/2/27,新疆,兵团第六师五家渠市,0,1,0
2020/2/28,新疆,兵团第六师五家渠市,0,1,0
2020/2/29,新疆,兵团第六师五家渠市,0,0,0
2020/3/1,新疆,兵团第六师五家渠市,0,0,0
2020/3/2,新疆,兵团第六师五家渠市,0,0,0
2020/3/3,新疆,兵团第六师五家渠市,0,0,0
2020/3/4,新疆,兵团第六师五家渠市,0,0,0
2020/3/5,新疆,兵团第六师五家渠市,0,0,0
2020/3/6,新疆,兵团第六师五家渠市,0,0,0
2020/3/7,新疆,兵团第六师五家渠市,0,0,0
2020/3/8,新疆,兵团第六师五家渠市,0,0,0
2020/3/9,新疆,兵团第六师五家渠市,0,0,0
2020/3/10,新疆,兵团第六师五家渠市,0,0,0
2020/3/11,新疆,兵团第六师五家渠市,0,0,0
2020/3/12,新疆,兵团第六师五家渠市,0,0,0
2020/3/13,新疆,兵团第六师五家渠市,0,0,0
2020/3/14,新疆,兵团第六师五家渠市,0,0,0
2020/2/7,新疆,阿克苏,1,0,0
2020/2/8,新疆,阿克苏,0,0,0
2020/2/9,新疆,阿克苏,0,0,0
2020/2/10,新疆,阿克苏,0,0,0
2020/2/11,新疆,阿克苏,0,0,0
2020/2/12,新疆,阿克苏,0,0,0
2020/2/13,新疆,阿克苏,0,0,0
2020/2/14,新疆,阿克苏,0,0,0
2020/2/15,新疆,阿克苏,0,0,0
2020/2/16,新疆,阿克苏,0,0,0
2020/2/17,新疆,阿克苏,0,0,0
2020/2/18,新疆,阿克苏,0,0,0
2020/2/19,新疆,阿克苏,0,0,0
2020/2/20,新疆,阿克苏,0,0,0
2020/2/21,新疆,阿克苏,0,0,0
2020/2/22,新疆,阿克苏,0,0,0
2020/2/23,新疆,阿克苏,0,0,0
2020/2/24,新疆,阿克苏,0,0,0
2020/2/25,新疆,阿克苏,0,0,0
